originalFilename,newFilename
Exhibit A to Indoor Dining Mandate_Emergency Regulation Relating to Indoor Dining Vaccine Requirement_ As Amended_1.4.2022.pdf,Exhibit-A-to-Indoor-Dining-Mandate_Emergency-Regulation-Relating-to-Indoor-Dining-Vaccine-Requirement_-As-Amended_1.4.2022.pdf
Changes for February _2022.pdf,Changes-for-February-_2022.pdf
Exhibit C to AMS Reg VI_AMR VI Risk Screening Workbook._.pdf,Exhibit-C-to-AMS-Reg-VI_AMR-VI-Risk-Screening-Workbook._.pdf
Exhibit D to Hearing Report (Part 1 Transcript).pdf,Exhibit-D-to-Hearing-Report--Part-1-Transcript-.pdf
Exhibit D to Hearing Report (Part 2 Transcript Exhibits).pdf,Exhibit-D-to-Hearing-Report--Part-2-Transcript-Exhibits-.pdf
FHC 9-809 Reg Attachment A....pdf,FHC-9-809-Reg-Attachment-A....pdf
FHC 9-809 Reg Attachment B....pdf,FHC-9-809-Reg-Attachment-B....pdf
FHC 9-809 Reg Attachment C....pdf,FHC-9-809-Reg-Attachment-C....pdf
FHC 9-809 Reg-Final 9-17-2020....pdf,FHC-9-809-Reg-Final-9-17-2020....pdf
FHC 9-809 Regs- Amendment Edits- 6-11-21.pdf,FHC-9-809-Regs--Amendment-Edits--6-11-21.pdf
FHC 9-809 Regs- Amendment- Adopted 6-7-21.pdf,FHC-9-809-Regs--Amendment--Adopted-6-7-21.pdf
FINAL_BOH 12.23.2021 Hearing Report Signed with Exhibits.pdf,FINAL_BOH-12.23.2021-Hearing-Report-Signed-with-Exhibits.pdf
FINAL_BOH Public Hearing Report on Masking Regulation Amendment_With Exhibits_Signed (2).pdf,FINAL_BOH-Public-Hearing-Report-on-Masking-Regulation-Amendment_With-Exhibits_Signed--2-.pdf
Exhibit B to AMS Reg VI__AMR VI Risk Assessment Technical Support Document._.pdf,Exhibit-B-to-AMS-Reg-VI__AMR-VI-Risk-Assessment-Technical-Support-Document._.pdf
FORMAL NOTICE OF PWD PROPOSED CHANGES IN WATER WASTEWATER AND STORMWATER RATES AND CHARGES -FY 2022 - 2023_ L0988211xA35AE.pdf,FORMAL-NOTICE-OF-PWD-PROPOSED-CHANGES-IN-WATER-WASTEWATER-AND-STORMWATER-RATES-AND-CHARGES--FY-2022---2023_-L0988211xA35AE.pdf
Facade Inspection extension regulation.pdf,Facade-Inspection-extension-regulation.pdf
Facade Report Extension Reg Approval Letter.pdf,Facade-Report-Extension-Reg-Approval-Letter.pdf
Fair Workweek entire report.pdf,Fair-Workweek-entire-report.pdf
Fee Reg Letter 5-27-20.pdf,Fee-Reg-Letter-5-27-20.pdf
FINAL_BOH Public Hearing Report on Masking Regulation Amendment_With Exhibits_Signed.pdf,FINAL_BOH-Public-Hearing-Report-on-Masking-Regulation-Amendment_With-Exhibits_Signed.pdf
Final 2022-6-16 Commissioner Report.pdf,Final-2022-6-16-Commissioner-Report.pdf
Final AMR VI Hearing Report April 2023 w Ex 1-3.pdf,Final-AMR-VI-Hearing-Report-April-2023-w-Ex-1-3.pdf
Final Draft Wage Equity Reg - final.pdf,Final-Draft-Wage-Equity-Reg---final.pdf
Final Meeting Report - OOS Solar Regs 2.19.2020.pdf,Final-Meeting-Report---OOS-Solar-Regs-2.19.2020.pdf
Final PWD Reg Sec. 206.7 filing packet hearing report and memos.pdf,Final-PWD-Reg-Sec.-206.7-filing-packet-hearing-report-and-memos.pdf
Final Regulation Relating to Indoor Dining Vaccine Requirement12.14.2021.pdf,Final-Regulation-Relating-to-Indoor-Dining-Vaccine-Requirement12.14.2021.pdf
Final Regulation Relating to Indoor Dining Vaccine Requirement__12.14.2021.pdf,Final-Regulation-Relating-to-Indoor-Dining-Vaccine-Requirement__12.14.2021.pdf
"Fee Schedule, July 1, 2020 with cites v2.pdf",Fee-Schedule--July-1--2020-with-cites-v2.pdf
Department of Public Health Regs. ACR 06-22-15.pdf,Department-of-Public-Health-Regs.-ACR-06-22-15.pdf
Final_Flavored Tobacco Products Regulation Rescission - With Exhibits..pdf,Final_Flavored-Tobacco-Products-Regulation-Rescission---With-Exhibits..pdf
First Streetery Regulations – February 2022.pdf,First-Streetery-Regulations---February-2022.pdf
Formal Notice Annual TAP-R Adjustment Filing 06222020.pdf,Formal-Notice-Annual-TAP-R-Adjustment-Filing-06222020.pdf
Fourth Consolidated Regulation Governing COVID-19.pdf,Fourth-Consolidated-Regulation-Governing-COVID-19.pdf
Fourth Supplemental Regulation - Delegation - approved by BOH Law.pdf,Fourth-Supplemental-Regulation---Delegation---approved-by-BOH-Law.pdf
Fully Executed Rates and Charges Regulation Cover Page-CFC Reduction-7.16.2020.pdf,Fully-Executed-Rates-and-Charges-Regulation-Cover-Page-CFC-Reduction-7.16.2020.pdf
Hearing Notice for OPA Regs._.pdf,Hearing-Notice-for-OPA-Regs._.pdf
Hearing Report APPROVED _12_13_21.pdf,Hearing-Report-APPROVED-_12_13_21.pdf
Hearing Report for Regulation 8 APPROVED BY BOARD SIGNED.pdf,Hearing-Report-for-Regulation-8-APPROVED-BY-BOARD-SIGNED.pdf
Hearing Report..pdf,Hearing-Report..pdf
Home Inspection License_2022 Regulation Amendment.pdf,Home-Inspection-License_2022-Regulation-Amendment.pdf
Hospital Assessments Regs. 3-24-14.pdf,Hospital-Assessments-Regs.-3-24-14.pdf
Indoor Dining Mandate Amendment_Approved 2.24.2022.pdf,Indoor-Dining-Mandate-Amendment_Approved-2.24.2022.pdf
InterRateRegAmend 3.1.21_signed.pdf,InterRateRegAmend-3.1.21_signed.pdf
JointPolling_Places_Regulation_Commissioners_and_Health - November 2021 Final Draft -.pdf,JointPolling_Places_Regulation_Commissioners_and_Health---November-2021-Final-Draft--.pdf
July 2020 Update.pdf,July-2020-Update.pdf
L & I Amendment to Reg A-901.7.pdf,L---I-Amendment-to-Reg-A-901.7.pdf
L and I Regulation Under Chapter 17 of Title 4 Subcode B 6.28.19.pdf,L-and-I-Regulation-Under-Chapter-17-of-Title-4-Subcode-B-6.28.19.pdf
L and I Regulations Under Code Sections A-902.6.4 and 9-1306 6-28-19.pdf,L-and-I-Regulations-Under-Code-Sections-A-902.6.4-and-9-1306-6-28-19.pdf
L&I Regulations 2.pdf,L-I-Regulations-2.pdf
LI - Affordable Housing Permit Applications Final.pdf,LI---Affordable-Housing-Permit-Applications-Final.pdf
Final_COVID Perinatal Surveillance Regulation_12.27.2021.pdf,Final_COVID-Perinatal-Surveillance-Regulation_12.27.2021.pdf
LI Permit Amendments_Hearing Report.pdf,LI-Permit-Amendments_Hearing-Report.pdf
LI Temporary Use Reg Approval Memo.pdf,LI-Temporary-Use-Reg-Approval-Memo.pdf
LI_Permit Amendments reg.pdf,LI_Permit-Amendments-reg.pdf
Landscape Regulation Approval memo.pdf,Landscape-Regulation-Approval-memo.pdf
Landscape Regulation changes.pdf,Landscape-Regulation-changes.pdf
Landscaping Regs 2022.10.04.pdf,Landscaping-Regs-2022.10.04.pdf
Law Approval Home Inspection License.pdf,Law-Approval-Home-Inspection-License.pdf
Law Approval Memo - MDO Regulation - Right to Counsel.pdf,Law-Approval-Memo---MDO-Regulation---Right-to-Counsel.pdf
Law Approval Memo_Temporary Outdoor Dining Regulation_2020.08.25.pdf,Law-Approval-Memo_Temporary-Outdoor-Dining-Regulation_2020.08.25.pdf
Law Department Approval of April 22 2022 Emergency Regulation Rescinding Regulation Requiring Wearing a Face Mask at PHL.pdf,Law-Department-Approval-of-April-22-2022-Emergency-Regulation-Rescinding-Regulation-Requiring-Wearing-a-Face-Mask-at-PHL.pdf
Law Department Approval of Emergency Regulation Governing Access to PHL effective 5.22.20.pdf,Law-Department-Approval-of-Emergency-Regulation-Governing-Access-to-PHL-effective-5.22.20.pdf
"Law Department Approval of May 13 Emergency Regulation Governing Access to PHL Terminal Buildings and Premises effective May 22, 2020.pdf",Law-Department-Approval-of-May-13-Emergency-Regulation-Governing-Access-to-PHL-Terminal-Buildings-and-Premises-effective-May-22--2020.pdf
Final Third Supplemental Covid-19 Leave Regs.pdf,Final-Third-Supplemental-Covid-19-Leave-Regs.pdf
Law Dept Memo re Indoor Dining Vaccine Mandate12.15.2021.pdf,Law-Dept-Memo-re-Indoor-Dining-Vaccine-Mandate12.15.2021.pdf
Law Dept Memo re Indoor Dining Vaccine Mandate__12.15.2021.pdf,Law-Dept-Memo-re-Indoor-Dining-Vaccine-Mandate__12.15.2021.pdf
Law Memo - Emergency Benchmarking OOS Regs_4.9.20.pdf,Law-Memo---Emergency-Benchmarking-OOS-Regs_4.9.20.pdf
Law Memo 20-01 (CHR Signed).pdf,Law-Memo-20-01--CHR-Signed-.pdf
Law Memo 20-04 FINAL.pdf,Law-Memo-20-04-FINAL.pdf
Law Memo 20-05 v2 SIGNED.pdf,Law-Memo-20-05-v2-SIGNED.pdf
Law Memo 20-05v2 SIGNED.pdf,Law-Memo-20-05v2-SIGNED.pdf
Law Memo 21-6 (signed).pdf,Law-Memo-21-6--signed-.pdf
Law Memo 21-6 (signed)_.pdf,Law-Memo-21-6--signed-_.pdf
Law Memo _21-6 (signed).pdf,Law-Memo-_21-6--signed-.pdf
Law Memo _21-6- (signed).pdf,Law-Memo-_21-6---signed-.pdf
Law Memo _21-6_ (signed).pdf,Law-Memo-_21-6_--signed-.pdf
Law Memo for Compliance Filing_FY 24 and FY 25.pdf,Law-Memo-for-Compliance-Filing_FY-24-and-FY-25.pdf
Law Memo_ SIGNED.pdf,Law-Memo_-SIGNED.pdf
Law memo signed 20-10.pdf,Law-memo-signed-20-10.pdf
Law memo signed 20_10.pdf,Law-memo-signed-20_10.pdf
Law memo-20-11.pdf,Law-memo-20-11.pdf
Law memo-_20-11.pdf,Law-memo-_20-11.pdf
Law memo_20-11.pdf,Law-memo_20-11.pdf
Law memo__20-11.pdf,Law-memo__20-11.pdf
Leonard Letter 7.16.2020.pdf,Leonard-Letter-7.16.2020.pdf
Leonard Letter 8.2.2021.pdf,Leonard-Letter-8.2.2021.pdf
Letter June 1 2020.pdf,Letter-June-1-2020.pdf
Letter to Commissioner Leonard 12-22-20 Signed.pdf,Letter-to-Commissioner-Leonard-12-22-20-Signed.pdf
Licenses and Inspections 9-11-17.pdf,Licenses-and-Inspections-9-11-17.pdf
Licenses and Inspections Philadelphia Fire Code 10-28-19.pdf,Licenses-and-Inspections-Philadelphia-Fire-Code-10-28-19.pdf
Licenses and Inspections Regs. 07-11-16.pdf,Licenses-and-Inspections-Regs.-07-11-16.pdf
Licenses and Inspections Regs. 10-22-15.pdf,Licenses-and-Inspections-Regs.-10-22-15.pdf
LI Fee_Schedule eff Jan 1 2023.pdf,LI-Fee_Schedule-eff-Jan-1-2023.pdf
Licenses and Inspections Regulation-Philadelphia Property Maintenance Code 10-28-19.pdf,Licenses-and-Inspections-Regulation-Philadelphia-Property-Maintenance-Code-10-28-19.pdf
Licenses and Inspections Regulation_Philadelphia Property Maintenance Code _10-28-19.pdf,Licenses-and-Inspections-Regulation_Philadelphia-Property-Maintenance-Code-_10-28-19.pdf
Limited Lodging Operator and Booking Agent Regulation_Hearing Report.pdf,Limited-Lodging-Operator-and-Booking-Agent-Regulation_Hearing-Report.pdf
Department of Revenue 9-4-18.pdf,Department-of-Revenue-9-4-18.pdf
Limited Lodging_Regulation.pdf,Limited-Lodging_Regulation.pdf
MDO Approval 2021 Regulations for Temporary Sidewalk Cafes and Streetries.pdf,MDO-Approval-2021-Regulations-for-Temporary-Sidewalk-Cafes-and-Streetries.pdf
MDO Approval Email_Temporary Outdoor Dining Regulation_2020.08.29.pdf,MDO-Approval-Email_Temporary-Outdoor-Dining-Regulation_2020.08.29.pdf
MDO City of Phila Municipal Identification Card.pdf,MDO-City-of-Phila-Municipal-Identification-Card.pdf
MDO Regulation - Right to Counsel.pdf,MDO-Regulation---Right-to-Counsel.pdf
MDO memo_emergency regulation delaying enforcement plastic bag ban.pdf,MDO-memo_emergency-regulation-delaying-enforcement-plastic-bag-ban.pdf
MIN Overlay waiver Regulation_ Approval memo.pdf,MIN-Overlay-waiver-Regulation_-Approval-memo.pdf
MIN Overlay waiver Regulation__ Approval Memo.pdf,MIN-Overlay-waiver-Regulation__-Approval-Memo.pdf
MIN Waiver Regulation- changes.pdf,MIN-Waiver-Regulation--changes.pdf
MIN Waiver Regulation_ changes corrected.pdf,MIN-Waiver-Regulation_-changes-corrected.pdf
Managing Director Regulation 3-22-23.pdf,Managing-Director-Regulation-3-22-23.pdf
Managing Directors Office Regs. 05-16-16.pdf,Managing-Directors-Office-Regs.-05-16-16.pdf
Managing Directors Office Regs. 11-07-16.pdf,Managing-Directors-Office-Regs.-11-07-16.pdf
Managing Directors Office-Towing Regulation 5-14-18.pdf,Managing-Directors-Office-Towing-Regulation-5-14-18.pdf
Managing Directors Office-Towing Regulation 6-17-19.pdf,Managing-Directors-Office-Towing-Regulation-6-17-19.pdf
Managing Directors Regulation 2-21-20.pdf,Managing-Directors-Regulation-2-21-20.pdf
"May 13 Emergency Regulation Governing Access to PHL Terminal Buildings and Premises effective May 22, 2020.pdf",May-13-Emergency-Regulation-Governing-Access-to-PHL-Terminal-Buildings-and-Premises-effective-May-22--2020.pdf
May 18 Election Joint Regulation.pdf,May-18-Election-Joint-Regulation.pdf
"May 8 Emergency Regulation Requiring Wearing a Face Mask at PHL effective May 11, 2020.pdf",May-8-Emergency-Regulation-Requiring-Wearing-a-Face-Mask-at-PHL-effective-May-11--2020.pdf
Mayor_Approval.pdf,Mayor_Approval.pdf
Mem to Ott Lovell- 2021. 02. 26.pdf,Mem-to-Ott-Lovell--2021.-02.-26.pdf
Memo - Plastic Bag Regulation.pdf,Memo---Plastic-Bag-Regulation.pdf
Memo - approving Notary Affidavit regulations_07.12.22.pdf,Memo---approving-Notary-Affidavit-regulations_07.12.22.pdf
Memo 02.18.21.pdf,Memo-02.18.21.pdf
Memo Records Dept re COVID Perinatal Surveillance Regulation 12 28 21 signed.pdf,Memo-Records-Dept-re-COVID-Perinatal-Surveillance-Regulation-12-28-21-signed.pdf
Memo to Records - MDO Regulation - Right to Counsel - TA signed.pdf,Memo-to-Records---MDO-Regulation---Right-to-Counsel---TA-signed.pdf
Memo to Records Department_Polling Places Regulation November 2021.pdf,Memo-to-Records-Department_Polling-Places-Regulation-November-2021.pdf
Memo to Records Dept_Amendment to Reporting Regs_Mpox and MIS.pdf,Memo-to-Records-Dept_Amendment-to-Reporting-Regs_Mpox-and-MIS.pdf
Memo to Records Dept_Cremation Permit Regulation.pdf,Memo-to-Records-Dept_Cremation-Permit-Regulation.pdf
Memo to Records Dept_Flavored Tobacco Products Regulation Rescission..pdf,Memo-to-Records-Dept_Flavored-Tobacco-Products-Regulation-Rescission..pdf
Memo to Records Dept_Regulation Relating to Firearm Injury Data Collection.pdf,Memo-to-Records-Dept_Regulation-Relating-to-Firearm-Injury-Data-Collection.pdf
Memo to Records-Amendment to Fourth Consolidated COVID Masking Regulation.pdf,Memo-to-Records-Amendment-to-Fourth-Consolidated-COVID-Masking-Regulation.pdf
Memo to Records_2nd Amendment to Reg Governing COVID-19 re Healthcare and Higher Ed signed 10 19 22.pdf,Memo-to-Records_2nd-Amendment-to-Reg-Governing-COVID-19-re-Healthcare-and-Higher-Ed-signed-10-19-22.pdf
Memo to Records_Amend to Reg Governing Non-Communicable Disease re Acute Flaccid Myelitis signed 10 19 22.pdf,Memo-to-Records_Amend-to-Reg-Governing-Non-Communicable-Disease-re-Acute-Flaccid-Myelitis-signed-10-19-22.pdf
Memo to Records_Amendment to Emergency Regulations Governing Healthcare and Higher Education signed 8 5 22.pdf,Memo-to-Records_Amendment-to-Emergency-Regulations-Governing-Healthcare-and-Higher-Education-signed-8-5-22.pdf
Memo to Records_Amendment to Regulations Governing Communicable Diseases Related to Monkeypox.pdf,Memo-to-Records_Amendment-to-Regulations-Governing-Communicable-Diseases-Related-to-Monkeypox.pdf
Memo to Records_Amendment to Reporting Regulations re Severe Maternal Morbidity signed 1 17 23.pdf,Memo-to-Records_Amendment-to-Reporting-Regulations-re-Severe-Maternal-Morbidity-signed-1-17-23.pdf
Memo to Records_Amendment to Third Consolidated COVID-19 Emergency Regulation signed.pdf,Memo-to-Records_Amendment-to-Third-Consolidated-COVID-19-Emergency-Regulation-signed.pdf
"Law Department Approval of May 8 Emergency Regulation Requiring Wearing a Mask at PHL effective May 11, 2020.pdf",Law-Department-Approval-of-May-8-Emergency-Regulation-Requiring-Wearing-a-Mask-at-PHL-effective-May-11--2020.pdf
Memo to Records_Blood Lead Level Children Regulation signed 2 25 22.pdf,Memo-to-Records_Blood-Lead-Level-Children-Regulation-signed-2-25-22.pdf
Memo to Records_Fourth Consolidated Reg Governing COVID-19 signed 10 19 22.pdf,Memo-to-Records_Fourth-Consolidated-Reg-Governing-COVID-19-signed-10-19-22.pdf
Memo to Records_Regulation Relating to Surveillance of Severe Maternal Morbidity signed 1 17 23.pdf,Memo-to-Records_Regulation-Relating-to-Surveillance-of-Severe-Maternal-Morbidity-signed-1-17-23.pdf
Memo to Records_Third Amend COVID Vaccine Regulation.pdf,Memo-to-Records_Third-Amend-COVID-Vaccine-Regulation.pdf
Memo to Records_Third Consolidated COVID-19 Emergency Regulation signed 2 25 22.pdf,Memo-to-Records_Third-Consolidated-COVID-19-Emergency-Regulation-signed-2-25-22.pdf
Memo to Records_Emergency Indoor Dining Mandate Regulation Amendment signed 2 25 22.pdf,Memo-to-Records_Emergency-Indoor-Dining-Mandate-Regulation-Amendment-signed-2-25-22.pdf
Licenses and Inspections Regs.pdf,Licenses-and-Inspections-Regs.pdf
Mobile Food Vending-Transmittal.pdf,Mobile-Food-Vending-Transmittal.pdf
Limited Lodging Operator and BookingAgent_amended regulation.pdf,Limited-Lodging-Operator-and-BookingAgent_amended-regulation.pdf
Monkeypox reporting amendment_FINAL.pdf,Monkeypox-reporting-amendment_FINAL.pdf
NOTICE OF VIRTUAL PUBLIC MEETING-.pdf,NOTICE-OF-VIRTUAL-PUBLIC-MEETING-.pdf
Newsstand Regs Final for Approval Letter Rev 3.31.2021.pdf,Newsstand-Regs-Final-for-Approval-Letter-Rev-3.31.2021.pdf
Northeast.pdf,Northeast.pdf
Northwest.pdf,Northwest.pdf
OHR REG 10-15-18.pdf,OHR-REG-10-15-18.pdf
OOS-BEPP Amended Regulations 04232021.pdf,OOS-BEPP-Amended-Regulations-04232021.pdf
Mobile Food Vending - Private Property Reg.pdf,Mobile-Food-Vending---Private-Property-Reg.pdf
OPA Report for Public Hearing Held January 14.2022 with exhibits.pdf,OPA-Report-for-Public-Hearing-Held-January-14.2022-with-exhibits.pdf
October Changes 2022.pdf,October-Changes-2022.pdf
Memo-FY2024 Rates and Charges Regulation-7.24.2023.pdf,Memo-FY2024-Rates-and-Charges-Regulation-7.24.2023.pdf
Office of Administrative Review 12-8-17.pdf,Office-of-Administrative-Review-12-8-17.pdf
Office of Administrative Review Regs. 03-23-15.pdf,Office-of-Administrative-Review-Regs.-03-23-15.pdf
Office of Human Resources 01.14.19.pdf,Office-of-Human-Resources-01.14.19.pdf
Office of Human Resources 1.14.19.pdf,Office-of-Human-Resources-1.14.19.pdf
Office of Human Resources 10-02-17.pdf,Office-of-Human-Resources-10-02-17.pdf
Office of Human Resources 11-13-18.pdf,Office-of-Human-Resources-11-13-18.pdf
Office of Human Resources 11-6-17.pdf,Office-of-Human-Resources-11-6-17.pdf
Office of Human Resources 4-09-18.pdf,Office-of-Human-Resources-4-09-18.pdf
Office of Human Resources 7-9-18.pdf,Office-of-Human-Resources-7-9-18.pdf
Office of Human Resources 9-5-17.pdf,Office-of-Human-Resources-9-5-17.pdf
Office of Human Resources Appointment Rate 3-9-18.pdf,Office-of-Human-Resources-Appointment-Rate-3-9-18.pdf
Office of Human Resources Reg 6 Pay Plan.pdf,Office-of-Human-Resources-Reg-6-Pay-Plan.pdf
Office of Human Resources Reg 6-Pay Plan 3-12-18.pdf,Office-of-Human-Resources-Reg-6-Pay-Plan-3-12-18.pdf
Office of Human Resources Reg. 1-21-14.pdf,Office-of-Human-Resources-Reg.-1-21-14.pdf
Office of Human Resources Reg. 4-28-14.pdf,Office-of-Human-Resources-Reg.-4-28-14.pdf
OPA Regulations on DIT Improvements 03172021.pdf,OPA-Regulations-on-DIT-Improvements-03172021.pdf
Office of Human Resources Regs 1. 05-09-16.pdf,Office-of-Human-Resources-Regs-1.-05-09-16.pdf
Office of Human Resources Regs 2. 05-09-16.pdf,Office-of-Human-Resources-Regs-2.-05-09-16.pdf
Office of Human Resources Regs. (A) 1-19-16.pdf,Office-of-Human-Resources-Regs.--A--1-19-16.pdf
Office of Human Resources Regs. (B) 1-19-16.pdf,Office-of-Human-Resources-Regs.--B--1-19-16.pdf
Office of Human Resources Regs. (C) 1-19-16.pdf,Office-of-Human-Resources-Regs.--C--1-19-16.pdf
Office of Human Resources Regs. 03-30-15.pdf,Office-of-Human-Resources-Regs.-03-30-15.pdf
Office of Human Resources Regs. 05-26-15.pdf,Office-of-Human-Resources-Regs.-05-26-15.pdf
Office of Human Resources Regs. 06-06-16.pdf,Office-of-Human-Resources-Regs.-06-06-16.pdf
Mobile Fueling License- Regulations.pdf,Mobile-Fueling-License--Regulations.pdf
Office of Human Resources Regs. 08-08-16.pdf,Office-of-Human-Resources-Regs.-08-08-16.pdf
Office of Human Resources Regs. 09-06-16.pdf,Office-of-Human-Resources-Regs.-09-06-16.pdf
Office of Human Resources Regs. 11-07-16.pdf,Office-of-Human-Resources-Regs.-11-07-16.pdf
Office of Human Resources Regs. 2-06-17 (2).pdf,Office-of-Human-Resources-Regs.-2-06-17--2-.pdf
Office Of Human Resources Amendments 6-11-18.pdf,Office-Of-Human-Resources-Amendments-6-11-18.pdf
Office of Human Resources Regs. 3-06-17.pdf,Office-of-Human-Resources-Regs.-3-06-17.pdf
Office of Human Resources Regs. 2-06-17.pdf,Office-of-Human-Resources-Regs.-2-06-17.pdf
Office of Human Resources Regs. 5-08-17.pdf,Office-of-Human-Resources-Regs.-5-08-17.pdf
Office of Human Resources Regs. 07-05-16.pdf,Office-of-Human-Resources-Regs.-07-05-16.pdf
Office of Human Resources Regs. 7-03-17.pdf,Office-of-Human-Resources-Regs.-7-03-17.pdf
Office of Human Resources Regs. Police Bomb Squad 11-07-16.pdf,Office-of-Human-Resources-Regs.-Police-Bomb-Squad-11-07-16.pdf
Office of Human Resources Regs.2 5-08-17.pdf,Office-of-Human-Resources-Regs.2-5-08-17.pdf
Office of Human Resources Regulation  3-11-19.pdf,Office-of-Human-Resources-Regulation--3-11-19.pdf
Office of Human Resources Regulation 5.158 3-11-19.pdf,Office-of-Human-Resources-Regulation-5.158-3-11-19.pdf
Office of Human Resources Regulation 5.158 and 6.116-A 10-15-19.pdf,Office-of-Human-Resources-Regulation-5.158-and-6.116-A-10-15-19.pdf
Office of Human Resources Regulation 5.158.pdf,Office-of-Human-Resources-Regulation-5.158.pdf
Office of Human Resources Regulation 6.31 and 9.028 10-15-19.pdf,Office-of-Human-Resources-Regulation-6.31-and-9.028-10-15-19.pdf
Office of Human Resources Regs. 6-05-17.pdf,Office-of-Human-Resources-Regs.-6-05-17.pdf
Office of Human Resources_1-2-2018.pdf,Office-of-Human-Resources_1-2-2018.pdf
Open Permit application extension regulation.pdf,Open-Permit-application-extension-regulation.pdf
PCHR Regulation No. 8 Cash Payments in Retail Establishments eff. 10.1.2019.pdf,PCHR-Regulation-No.-8-Cash-Payments-in-Retail-Establishments-eff.-10.1.2019.pdf
PCHR Transgender Discrimination Regulations 2022_06_09.pdf,PCHR-Transgender-Discrimination-Regulations-2022_06_09.pdf
PCPC 2021 regs extension Approval memo.pdf,PCPC-2021-regs-extension-Approval-memo.pdf
PCPC 2021 regs extension.pdf,PCPC-2021-regs-extension.pdf
PCPC Earth Moving Regulation approval memo.pdf,PCPC-Earth-Moving-Regulation-approval-memo.pdf
PCPC Heliport Hazard Map Regulation Approval memo.pdf,PCPC-Heliport-Hazard-Map-Regulation-Approval-memo.pdf
PCPC Regulation Amendment - Earth Moving Plan Submission Requirements - Final for PCPC (1).pdf,PCPC-Regulation-Amendment---Earth-Moving-Plan-Submission-Requirements---Final-for-PCPC--1-.pdf
PCPC ZBA Restart regs extension Approval memo.pdf,PCPC-ZBA-Restart-regs-extension-Approval-memo.pdf
Office of Human Resources Regs. 3-07-16.pdf,Office-of-Human-Resources-Regs.-3-07-16.pdf
PCPC public meeting and notice Approval memo.pdf,PCPC-public-meeting-and-notice-Approval-memo.pdf
PGC Approval Memo for COVID-19.pdf,PGC-Approval-Memo-for-COVID-19.pdf
PHC  2021 Reg on Postponements Approval memo.pdf,PHC--2021-Reg-on-Postponements-Approval-memo.pdf
PHC RR Section 5-16 3-12-2021_101667.pdf,PHC-RR-Section-5-16-3-12-2021_101667.pdf
Office of Human Resources Reg. 6-30-14.pdf,Office-of-Human-Resources-Reg.-6-30-14.pdf
PHL Revised rates.pdf,PHL-Revised-rates.pdf
PHL-Revised Rates and Charges Regulating Filing 1-9-17.pdf,PHL-Revised-Rates-and-Charges-Regulating-Filing-1-9-17.pdf
PHL-Revised Rates and Charges Regulating Filing 7-13-18.pdf,PHL-Revised-Rates-and-Charges-Regulating-Filing-7-13-18.pdf
PCPC ZBA Restart regs extension Rev 2[71309].pdf,PCPC-ZBA-Restart-regs-extension-Rev-2-71309-.pdf
PPR 2023 Regulations.pdf,PPR-2023-Regulations.pdf
PMIS reg _ approved by BOH Law.pdf,PMIS-reg-_-approved-by-BOH-Law.pdf
"PWD - 2023 RATES - FORMAL NOTICE OF PWD PROPOSED CHANGES IN WATER, WASTEWATER, AND STORMWATER RATES AND CHARGES.pdf",PWD---2023-RATES---FORMAL-NOTICE-OF-PWD-PROPOSED-CHANGES-IN-WATER--WASTEWATER--AND-STORMWATER-RATES-AND-CHARGES.pdf
PWD - FY2023 SPECIAL PROCEEDING - FORMAL NOTICE.pdf,PWD---FY2023-SPECIAL-PROCEEDING---FORMAL-NOTICE.pdf
PWD - FY2023 TAP-R - FORMAL NOTICE FINAL.pdf,PWD---FY2023-TAP-R---FORMAL-NOTICE-FINAL.pdf
PWD Rates and Charges Effective 10.1.2020 Filed with Records 9.2.2020 (003).pdf,PWD-Rates-and-Charges-Effective-10.1.2020-Filed-with-Records-9.2.2020--003-.pdf
PWD Rates and Charges Effective Sept 1 2022.pdf,PWD-Rates-and-Charges-Effective-Sept-1-2022.pdf
"PWD Rates and Charges beginning Sept 1, 2021.pdf",PWD-Rates-and-Charges-beginning-Sept-1--2021.pdf
PWD Regs Amendment Ch. 1 Section 100.10_5.26.22.pdf,PWD-Regs-Amendment-Ch.-1-Section-100.10_5.26.22.pdf
PWD Regulations Chapter 4- 400.2 and 403 Amendments__1.6.2022.pdf,PWD-Regulations-Chapter-4--400.2-and-403-Amendments__1.6.2022.pdf
PWD Regulations Chapter 4-400.2 and 403 Amendments__1.6.2022.pdf,PWD-Regulations-Chapter-4-400.2-and-403-Amendments__1.6.2022.pdf
PHL-Rules and Regs Amendment__CFC Move to Section 10-5.27.2022.pdf,PHL-Rules-and-Regs-Amendment__CFC-Move-to-Section-10-5.27.2022.pdf
PWD Regulations Chapter 4; 400.2 and 403 Amendments_6.16.22_CLEAN.pdf,PWD-Regulations-Chapter-4--400.2-and-403-Amendments_6.16.22_CLEAN.pdf
PWD Regulations Chapter 5 Amendments 7.27.21.pdf,PWD-Regulations-Chapter-5-Amendments-7.27.21.pdf
PWD Water Dept Reg 12-2-19.pdf,PWD-Water-Dept-Reg-12-2-19.pdf
PWD_ FY 2024 and FY 2025 Final Rates and Charges Combined.pdf,PWD_-FY-2024-and-FY-2025-Final-Rates-and-Charges-Combined.pdf
Office of Human Resources Regulation 8-13-18.pdf,Office-of-Human-Resources-Regulation-8-13-18.pdf
